,Date_UTC,Time_UTC,Date_Local,Time_Local,Time_Since_Previous_Report,Voyage_Number,Voyage_From,Voyage_To,Event,Cargo_Mt,Cargo_Capacity_Usage,Distance,Mode,ME_1_Average_Load,Latitude_Degree,Latitude_North_South,Longitude_Degree,Longitude_East_West,Boiler_Consumption,Boiler_Consumption_MGO,Boiler_Consumption_HFO,ME_Consumption,ME_Consumption_MGO,ME_Consumption_HFO,AE_Consumption_MGO,AE_Consumption_HFO,ME_calculated_SFOC,ME_1_Running_Hours,AE_calculated_SFOC,CO2_Emitted,NOX_Emitted,SOX_Emitted,IMO
2090,2020-11-22,14:00,2020-11-22,12:00,24.0,14/SHELL,SGSIN,"Unspecified, ACU",NoonSea,0.0,0.0,219.0,Sailing,6100.0,24.0,South,33.0,West,1.6,0.0,1.6,29.2,0.0,29.2,0.0,5.3,187.406,24.0,225.5374,112.4154,3.0187,0.361,vessel_2
2092,2020-11-23,15:00,2020-11-23,12:00,25.0,14/SHELL,SGSIN,"Unspecified, ACU",NoonSea,0.0,0.0,227.0,Sailing,5600.0,24.0,South,38.0,West,1.8,0.0,1.8,27.7,0.0,27.7,0.0,5.3,185.906,25.0,226.3575,108.3672,2.8893,0.348,vessel_2
2093,2020-11-24,11:00,2020-11-24,08:00,20.0,14/SHELL,SGSIN,"Unspecified, ACU",BeginFuelChangeOver,0.0,0.0,186.0,Sailing,5700.0,23.0,South,41.0,West,1.4,0.0,1.4,16.3,0.0,16.3,0.0,4.3,134.3459,20.0,202.0134,68.508,1.8056,0.22,vessel_2
2095,2020-11-24,15:00,2020-11-24,12:00,4.0,14/SHELL,SGSIN,"Unspecified, ACU",NoonSea,0.0,0.0,41.0,Sailing,5700.0,22.0,South,41.0,West,0.3,0.3,0.0,3.9,3.9,0.0,0.9,0.0,170.1347,4.0,223.7925,16.3506,0.3934,0.0035,vessel_2
2096,2020-11-24,19:00,2020-11-24,16:00,4.0,14/SHELL,SGSIN,"Unspecified, ACU",EndFuelChangeOver,0.0,0.0,27.0,Sailing,4400.0,22.0,South,40.0,West,0.4,0.4,0.0,4.1,4.1,0.0,0.9,0.0,231.7044,4.0,266.4197,17.3124,0.4098,0.0037,vessel_2
2097,2020-11-24,23:00,2020-11-24,20:00,4.0,14/SHELL,SGSIN,"Unspecified, ACU",EndOfSeaPassage,0.0,0.0,23.0,Sailing,4400.0,21.0,South,40.0,West,0.7,0.7,0.0,2.8,2.8,0.0,0.8,0.0,158.2371,4.0,236.8175,13.7858,0.295,0.0029,vessel_2
2098,2020-11-25,03:12,2020-11-25,00:12,4.2,14/SHELL,SGSIN,"Unspecified, ACU",StoppageArrival,0.0,0.0,14.0,Maneuvering,2200.0,21.0,South,40.0,West,0.6,0.6,0.0,1.5,1.5,0.0,0.8,0.0,161.4665,4.2,215.2886,9.2974,0.1885,0.002,vessel_2
2101,2020-11-26,12:12,2020-11-26,09:12,6.5,14/SHELL,"Unspecified, ACU",CNNGB,Arrival,0.0,0.0,14.0,Maneuvering,2000.0,21.0,South,40.0,West,1.0,1.0,0.0,2.7,2.7,0.0,1.2,0.0,206.5777,6.5,208.6643,15.7094,0.3196,0.0033,vessel_2
2110,2020-12-03,15:00,2020-12-03,12:00,2.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonRiver,266906.0,0.889,5.0,Maneuvering,4300.0,21.0,South,40.0,West,0.2,0.2,0.0,1.4,1.4,0.0,0.4,0.0,162.7939,2.0,240.9687,6.412,0.1475,0.0023,vessel_2
2111,2020-12-03,16:00,2020-12-03,13:00,1.0,14/SHELL,"Unspecified, ACU",CNNGB,BeginOfSeaPassage,266906.0,0.889,8.0,Maneuvering,5900.0,21.0,South,40.0,West,0.0,0.0,0.0,1.8,1.8,0.0,0.2,0.0,305.0908,1.0,240.9687,6.412,0.1639,0.0023,vessel_2
2112,2020-12-03,16:30,2020-12-03,13:30,0.5,14/SHELL,"Unspecified, ACU",CNNGB,BeginFuelChangeOver,266906.0,0.889,6.0,Sailing,14300.0,21.0,South,40.0,West,0.0,0.0,0.0,0.8,0.8,0.0,0.2,0.0,111.8903,0.5,493.837,3.206,0.082,0.0012,vessel_2
2113,2020-12-03,22:00,2020-12-03,19:00,5.5,14/SHELL,"Unspecified, ACU",CNNGB,EndFuelChangeOver,266906.0,0.889,58.0,Sailing,14300.0,21.0,South,39.0,West,0.0,0.0,0.0,13.8,0.0,13.8,0.0,1.0,164.8626,5.5,210.9085,46.0872,1.2903,0.148,vessel_2
2115,2020-12-04,15:00,2020-12-04,12:00,17.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,220.0,Sailing,14300.0,22.0,South,35.0,West,0.0,0.0,0.0,49.8,0.0,49.8,0.0,3.3,192.4802,17.0,225.1758,165.3534,4.6293,0.531,vessel_2
2117,2020-12-05,14:00,2020-12-05,12:00,23.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,288.0,Sailing,13600.0,23.0,South,30.0,West,0.0,0.0,0.0,61.5,0.0,61.5,0.0,4.4,184.7354,23.0,224.6863,205.2126,5.7452,0.659,vessel_2
2119,2020-12-06,14:00,2020-12-06,12:00,24.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,300.0,Sailing,13400.0,24.0,South,25.0,West,0.0,0.0,0.0,63.2,0.0,63.2,0.0,4.6,184.6472,24.0,225.1118,211.1292,5.9108,0.678,vessel_2
2121,2020-12-07,14:00,2020-12-07,12:00,24.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,300.0,Sailing,13400.0,26.0,South,20.0,West,0.0,0.0,0.0,63.2,0.0,63.2,0.0,4.6,184.6472,24.0,225.1118,211.1292,5.9108,0.678,vessel_2
2123,2020-12-08,13:00,2020-12-08,12:00,23.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,285.0,Sailing,13400.0,27.0,South,15.0,West,0.0,0.0,0.0,60.6,0.0,60.6,0.0,4.4,184.7488,23.0,224.6863,202.41,5.6667,0.65,vessel_2
2125,2020-12-09,13:00,2020-12-09,12:00,24.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,296.0,Sailing,13800.0,28.0,South,9.0,West,0.0,0.0,0.0,65.2,0.0,65.2,0.0,4.6,184.969,24.0,225.1118,217.3572,6.0852,0.698,vessel_2
2127,2020-12-10,13:00,2020-12-10,12:00,24.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,297.0,Sailing,14200.0,29.0,South,4.0,West,0.0,0.0,0.0,67.2,0.0,67.2,0.0,4.7,185.2727,24.0,227.166,223.8966,6.2682,0.719,vessel_2
2129,2020-12-11,12:00,2020-12-11,12:00,23.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,283.0,Sailing,14100.0,30.0,South,1.0,East,0.0,0.0,0.0,64.1,0.0,64.1,0.0,4.5,185.7175,23.0,226.9558,213.6204,5.9805,0.686,vessel_2
2131,2020-12-12,12:00,2020-12-12,12:00,24.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,288.0,Sailing,14400.0,31.0,South,6.0,East,0.0,0.0,0.0,67.7,0.0,67.7,0.0,2.548,184.0588,24.0,230.015,225.3913,6.3101,0.7238,vessel_2
2133,2020-12-13,11:00,2020-12-13,12:00,23.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,286.0,Sailing,14450.0,33.0,South,11.0,East,0.0,0.0,0.0,65.2,0.0,65.2,0.0,4.5,186.0749,23.0,231.9693,217.0458,6.0764,0.697,vessel_2
2135,2020-12-14,11:00,2020-12-14,12:00,24.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,283.0,Sailing,13350.0,34.0,South,17.0,East,0.0,0.0,0.0,67.7,0.0,67.7,0.0,4.7,200.4158,24.0,229.3176,225.4536,6.3118,0.724,vessel_2
2137,2020-12-15,10:00,2020-12-15,12:00,23.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,281.0,Sailing,14500.0,35.0,South,22.0,East,0.0,0.0,0.0,65.4,0.0,65.4,0.0,4.6,186.002,23.0,228.5534,217.98,6.1026,0.7,vessel_2
2139,2020-12-16,10:00,2020-12-16,12:00,24.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,252.0,Sailing,14500.0,34.0,South,27.0,East,0.0,0.0,0.0,68.2,0.0,68.2,0.0,4.7,185.8835,24.0,229.3176,227.0106,6.3554,0.729,vessel_2
2141,2020-12-17,10:00,2020-12-17,12:00,24.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,300.0,Sailing,14350.0,32.0,South,33.0,East,0.0,0.0,0.0,67.2,0.0,67.2,0.0,4.6,185.0725,24.0,227.244,223.5852,6.2595,0.718,vessel_2
2142,2020-12-18,09:00,2020-12-18,12:00,23.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,293.0,Sailing,14300.0,30.0,South,38.0,East,0.0,0.0,0.0,64.3,0.0,64.3,0.0,4.5,185.4312,23.0,229.1055,214.2432,5.998,0.688,vessel_2
2145,2020-12-19,09:00,2020-12-19,12:00,24.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,305.0,Sailing,14100.0,28.0,South,43.0,East,0.0,0.0,0.0,65.5,0.0,65.5,0.0,4.6,183.589,24.0,227.244,218.2914,6.1113,0.701,vessel_2
2147,2020-12-20,09:00,2020-12-20,12:00,24.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,301.0,Sailing,14100.0,26.0,South,48.0,East,0.0,0.0,0.0,65.7,0.0,65.7,0.0,4.6,184.1496,24.0,227.244,218.9142,6.1288,0.703,vessel_2
2149,2020-12-21,08:00,2020-12-21,12:00,23.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,283.0,Sailing,14200.0,22.0,South,52.0,East,0.0,0.0,0.0,63.7,0.0,63.7,0.0,4.5,184.9946,23.0,229.1055,212.3748,5.9457,0.682,vessel_2
2151,2020-12-22,08:00,2020-12-22,12:00,24.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,297.0,Sailing,14200.0,19.0,South,56.0,East,0.0,0.0,0.0,66.2,0.0,66.2,0.0,4.6,184.2444,24.0,224.4385,220.4712,6.1723,0.708,vessel_2
2153,2020-12-23,08:00,2020-12-23,12:00,24.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,268.0,Sailing,14300.0,18.0,South,60.0,East,0.0,0.0,0.0,67.1,0.0,67.1,0.0,4.6,185.4433,24.0,224.4385,223.2738,6.2508,0.717,vessel_2
2155,2020-12-24,07:00,2020-12-24,12:00,23.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,247.0,Sailing,14500.0,17.0,South,64.0,East,0.0,0.0,0.0,65.3,0.0,65.3,0.0,4.5,185.7176,23.0,229.1055,217.3572,6.0852,0.698,vessel_2
2157,2020-12-25,07:00,2020-12-25,12:00,24.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,285.0,Sailing,14600.0,15.0,South,69.0,East,0.0,0.0,0.0,67.8,0.0,67.8,0.0,4.7,183.5276,24.0,226.521,225.765,6.3206,0.725,vessel_2
2159,2020-12-26,07:00,2020-12-26,12:00,24.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,308.0,Sailing,14800.0,11.0,South,73.0,East,0.0,0.0,0.0,69.3,0.0,69.3,0.0,4.6,185.053,24.0,227.244,230.1246,6.4426,0.739,vessel_2
2161,2020-12-27,06:00,2020-12-27,12:00,23.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,290.0,Sailing,14600.0,8.0,South,77.0,East,0.0,0.0,0.0,65.7,0.0,65.7,0.0,4.4,185.5754,23.0,226.8144,218.2914,6.1113,0.701,vessel_2
2163,2020-12-28,06:00,2020-12-28,12:00,24.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,314.0,Sailing,14400.0,5.0,South,81.0,East,0.0,0.0,0.0,67.3,0.0,67.3,0.0,4.6,184.7044,24.0,227.244,223.8966,6.2682,0.719,vessel_2
2165,2020-12-29,05:00,2020-12-29,12:00,23.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,294.0,Sailing,11300.0,2.0,South,85.0,East,0.0,0.0,0.0,50.4,0.0,50.4,0.0,4.5,183.9332,23.0,229.1055,170.9586,4.7862,0.549,vessel_2
2167,2020-12-30,05:00,2020-12-30,12:00,24.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,300.0,Sailing,13000.0,0.0,North,88.0,East,0.0,0.0,0.0,60.8,0.0,60.8,0.0,4.6,184.8352,24.0,227.244,203.6556,5.7016,0.654,vessel_2
2169,2020-12-31,05:00,2020-12-31,12:00,24.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,300.0,Sailing,14300.0,4.0,North,92.0,East,0.0,0.0,0.0,67.7,0.0,67.7,0.0,4.7,187.1015,24.0,226.521,225.4536,6.3118,0.724,vessel_2
2171,2021-01-01,04:00,2021-01-01,12:00,23.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,282.0,Sailing,15000.0,6.0,North,96.0,East,0.0,0.0,0.0,67.4,0.0,67.4,0.0,4.4,185.3005,23.0,226.8144,223.5852,6.2595,0.718,vessel_2
2173,2021-01-02,04:00,2021-01-02,12:00,24.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,294.0,Sailing,14900.0,3.0,North,100.0,East,0.0,0.0,0.0,69.3,0.0,69.3,0.0,4.6,183.811,24.0,227.244,230.1246,6.4426,0.739,vessel_2
2175,2021-01-03,04:00,2021-01-03,12:00,24.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,279.0,Sailing,13500.0,1.0,North,103.0,East,0.0,0.0,0.0,63.1,0.0,63.1,0.0,4.6,184.7226,24.0,227.244,210.8178,5.9021,0.677,vessel_2
2177,2021-01-04,04:00,2021-01-04,12:00,24.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,273.0,Sailing,13800.0,4.0,North,106.0,East,0.0,0.0,0.0,64.7,0.0,64.7,0.0,4.6,185.289,24.0,227.244,215.8002,6.0416,0.693,vessel_2
2179,2021-01-05,04:00,2021-01-05,12:00,24.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,266.0,Sailing,14400.0,7.0,North,109.0,East,0.0,0.0,0.0,67.9,0.0,67.9,0.0,4.7,186.351,24.0,226.521,226.0764,6.3293,0.726,vessel_2
2181,2021-01-06,04:00,2021-01-06,12:00,24.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,269.0,Sailing,14800.0,11.0,North,111.0,East,0.0,0.0,0.0,69.1,0.0,69.1,0.0,4.6,184.5189,24.0,227.244,229.5018,6.4252,0.737,vessel_2
2183,2021-01-07,04:00,2021-01-07,12:00,24.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,268.0,Sailing,14600.0,14.0,North,114.0,East,0.0,0.0,0.0,68.7,0.0,68.7,0.0,4.5,185.9638,24.0,225.1179,227.9448,6.3816,0.732,vessel_2
2185,2021-01-08,04:00,2021-01-08,12:00,24.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,215.0,Sailing,12800.0,17.0,North,117.0,East,0.0,1.6,0.0,59.8,0.0,59.8,0.0,4.6,184.6357,24.0,227.244,205.6712,5.6144,0.6451,vessel_2
2187,2021-01-09,04:00,2021-01-09,12:00,24.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,182.0,Sailing,13100.0,19.0,North,119.0,East,0.0,0.0,0.0,61.6,0.0,61.6,0.0,4.7,185.8378,24.0,226.521,206.4582,5.78,0.663,vessel_2
2189,2021-01-10,04:00,2021-01-10,12:00,24.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,254.0,Sailing,14500.0,22.0,North,122.0,East,0.0,0.0,0.0,68.0,0.0,68.0,0.0,4.6,185.3384,24.0,227.244,226.0764,6.3293,0.726,vessel_2
2191,2021-01-11,03:00,2021-01-11,12:00,23.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,285.0,Sailing,14800.0,27.0,North,124.0,East,0.0,1.5,0.0,66.1,0.0,66.1,0.0,4.4,184.1822,23.0,226.8144,224.346,6.1462,0.706,vessel_2
2193,2021-01-12,03:00,2021-01-12,12:00,24.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,289.0,Sailing,14900.0,31.0,North,124.0,East,0.0,0.0,0.0,69.3,0.0,69.3,0.0,4.4,183.811,24.0,222.9372,229.5018,6.4252,0.737,vessel_2
2194,2021-01-12,17:00,2021-01-13,02:00,14.0,14/SHELL,"Unspecified, ACU",CNNGB,BeginFuelChangeOver,266906.0,0.889,162.0,Sailing,11000.0,34.0,North,124.0,East,0.0,0.0,0.0,34.7,0.0,34.7,0.0,2.6,213.7197,14.0,228.7654,116.1522,3.2518,0.373,vessel_2
2195,2021-01-13,00:00,2021-01-13,09:00,7.0,14/SHELL,"Unspecified, ACU",CNNGB,EndFuelChangeOver,266906.0,0.889,61.0,Sailing,11000.0,35.0,North,125.0,East,0.7,0.7,0.0,10.9,10.9,0.0,1.3,0.0,140.7988,7.0,239.893,41.3574,0.9998,0.0088,vessel_2
2196,2021-01-13,01:18,2021-01-13,10:18,1.3,14/SHELL,"Unspecified, ACU",CNNGB,EndOfSeaPassage,266906.0,0.889,12.0,Sailing,11000.0,35.0,North,125.0,East,0.2,0.2,0.0,2.0,2.0,0.0,0.2,0.0,139.1096,1.3,198.7279,7.6944,0.1803,0.0016,vessel_2
2197,2021-01-13,03:00,2021-01-13,12:00,1.7,14/SHELL,"Unspecified, ACU",CNNGB,NoonRiver,266906.0,0.889,17.0,Maneuvering,16490.0,35.0,North,125.0,East,0.3,0.3,0.0,1.9,1.9,0.0,0.3,0.0,114.603,1.0,237.194,8.015,0.1803,0.0017,vessel_2
2198,2021-01-14,01:12,2021-01-14,10:12,22.2,14/SHELL,"Unspecified, ACU",CNNGB,StoppageArrival,266906.0,0.889,95.0,Maneuvering,7800.0,36.0,North,126.0,East,2.6,2.6,0.0,12.3,12.3,0.0,4.2,0.0,196.0575,8.0,241.2486,61.2346,1.3522,0.013,vessel_2
2203,2021-01-17,03:00,2021-01-17,12:00,5.3,14/SHELL,"Unspecified, ACU",CNNGB,NoonRiver,266906.0,0.889,4.0,Maneuvering,5500.0,37.0,North,126.0,East,6.5,6.5,0.0,2.0,2.0,0.0,1.2,0.0,180.8424,2.0,242.1505,31.0982,0.2622,0.0066,vessel_2
2204,2021-01-18,00:42,2021-01-18,09:42,21.7,14/SHELL,"Unspecified, ACU",CNNGB,BeginOfSeaPassage,266906.0,0.889,10.0,Maneuvering,4000.0313,36.0,North,126.0,East,54.195,83.0,0.0,1.6,1.6,0.0,6.0,0.0,372.9846,1.0667,218.265,290.4636,0.6228,0.0874,vessel_2
2206,2021-01-18,03:00,2021-01-18,12:00,2.3,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,28.0,Sailing,7500.0,36.0,North,125.0,East,0.0,0.0,0.0,3.4,3.4,0.0,0.4,0.0,197.0049,2.3,238.1203,12.1828,0.3114,0.006,vessel_2
2207,2021-01-18,06:00,2021-01-18,15:00,3.0,14/SHELL,"Unspecified, ACU",CNNGB,BeginFuelChangeOver,266906.0,0.889,31.0,Sailing,10800.0,36.0,North,125.0,East,0.0,0.0,0.0,5.8,5.8,0.0,0.6,0.0,178.9246,3.0,256.2846,20.5184,0.5245,0.0101,vessel_2
2208,2021-01-18,12:00,2021-01-18,21:00,6.0,14/SHELL,"Unspecified, ACU",CNNGB,EndFuelChangeOver,266906.0,0.889,99.0,Sailing,10800.0,35.0,North,124.0,East,0.0,0.0,0.0,14.1,0.0,14.1,0.0,1.1,206.3858,6.0,222.9372,47.3328,1.3251,0.152,vessel_2
2210,2021-01-19,04:00,2021-01-19,12:00,16.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonSea,266906.0,0.889,184.0,Sailing,10800.0,32.0,North,124.0,East,0.0,0.0,0.0,32.9,0.0,32.9,0.0,3.0,180.5876,16.0,228.004,111.7926,3.1298,0.359,vessel_2
2211,2021-01-19,11:00,2021-01-19,19:00,7.0,14/SHELL,"Unspecified, ACU",CNNGB,BeginFuelChangeOver,266906.0,0.889,75.0,Sailing,8700.0,30.0,North,124.0,East,0.0,0.0,0.0,12.6,0.0,12.6,0.0,1.3,196.2407,7.0,225.8325,43.2846,1.2118,0.139,vessel_2
2212,2021-01-19,17:00,2021-01-20,01:00,6.0,14/SHELL,"Unspecified, ACU",CNNGB,EndFuelChangeOver,266906.0,0.889,66.0,Sailing,8700.0,30.0,North,123.0,East,0.0,0.0,0.0,9.9,9.9,0.0,1.1,0.0,189.5622,6.0,234.9275,35.266,0.9015,0.0173,vessel_2
2213,2021-01-19,21:00,2021-01-20,05:00,4.0,14/SHELL,"Unspecified, ACU",CNNGB,EndOfSeaPassage,266906.0,0.889,40.0,Sailing,8700.0,29.0,North,122.0,East,0.0,0.0,0.0,6.5,6.5,0.0,0.8,0.0,186.6901,4.0,256.2846,23.4038,0.5982,0.0115,vessel_2
2214,2021-01-20,04:00,2021-01-20,12:00,7.0,14/SHELL,"Unspecified, ACU",CNNGB,NoonRiver,266906.0,0.889,20.0,Maneuvering,6000.0,29.0,North,122.0,East,1.0,1.0,0.0,3.9,3.9,0.0,1.4,0.0,162.4204,4.0,243.7829,20.1978,0.4343,0.0099,vessel_2
2215,2021-01-20,13:00,2021-01-20,21:00,9.0,14/SHELL,CNNGB,BRSSZ,Arrival,266906.0,0.889,26.0,Maneuvering,5100.0,29.0,North,121.0,East,0.9,0.9,0.0,4.0,4.0,0.0,1.2,0.0,195.9823,4.0,222.1133,19.5566,0.4261,0.0096,vessel_2
2219,2021-01-23,03:00,2021-01-23,11:00,3.2,15,CNNGB,BRSSZ,BeginOfSeaPassage,0.0,0.0,23.0,Maneuvering,5100.0,29.0,North,122.0,East,0.3,0.3,0.0,2.2,2.2,0.0,0.6,0.0,215.5806,2.0,240.2668,9.9386,0.2295,0.0049,vessel_2
2220,2021-01-23,04:00,2021-01-23,12:00,1.0,15,CNNGB,BRSSZ,NoonSea,0.0,0.0,12.0,Sailing,5700.0,29.0,North,122.0,East,0.0,0.0,0.0,1.2,1.2,0.0,0.2,0.0,210.4231,1.0,243.7829,4.4884,0.1147,0.0022,vessel_2
2221,2021-01-23,07:00,2021-01-23,15:00,3.0,15,CNNGB,BRSSZ,BeginFuelChangeOver,0.0,0.0,36.0,Sailing,10000.0,29.0,North,122.0,East,0.0,0.0,0.0,4.2,4.2,0.0,0.5,0.0,139.9314,3.0,216.3441,15.0682,0.3852,0.0074,vessel_2
2222,2021-01-23,13:00,2021-01-23,21:00,6.0,15,CNNGB,BRSSZ,EndFuelChangeOver,0.0,0.0,78.0,Sailing,10000.0,27.0,North,122.0,East,0.0,0.0,0.0,12.7,0.0,12.7,0.0,1.1,200.7651,6.0,225.8325,42.9732,1.2031,0.138,vessel_2
2224,2021-01-24,04:00,2021-01-24,12:00,15.0,15,CNNGB,BRSSZ,NoonSea,0.0,0.0,190.0,Sailing,10000.0,24.0,North,122.0,East,0.0,0.0,0.0,30.2,0.0,30.2,0.0,2.8,190.964,15.0,229.9386,102.762,2.8769,0.33,vessel_2
2226,2021-01-25,04:00,2021-01-25,12:00,24.0,15,CNNGB,BRSSZ,NoonSea,0.0,0.0,308.0,Sailing,10500.0,20.0,North,120.0,East,0.0,0.0,0.0,49.5,0.0,49.5,0.0,4.6,186.3118,24.0,227.244,168.4674,4.7164,0.541,vessel_2
2228,2021-01-26,04:00,2021-01-26,12:00,24.0,15,CNNGB,BRSSZ,NoonSea,0.0,0.0,318.0,Sailing,9700.0,16.0,North,116.0,East,0.0,0.0,0.0,45.6,0.0,45.6,0.0,4.6,185.788,24.0,227.244,156.3228,4.3764,0.502,vessel_2
2230,2021-01-27,04:00,2021-01-27,12:00,24.0,15,CNNGB,BRSSZ,NoonSea,0.0,0.0,312.0,Sailing,9900.0,12.0,North,112.0,East,0.0,0.0,0.0,46.3,0.0,46.3,0.0,4.5,184.8291,24.0,228.004,158.1912,4.4287,0.508,vessel_2
2232,2021-01-28,04:00,2021-01-28,12:00,24.0,15,CNNGB,BRSSZ,NoonSea,0.0,0.0,315.0,Sailing,10000.0,8.0,North,109.0,East,0.0,0.0,0.0,47.0,0.0,47.0,0.0,4.5,185.7473,24.0,228.004,160.371,4.4898,0.515,vessel_2
2234,2021-01-29,04:00,2021-01-29,12:00,24.0,15,CNNGB,BRSSZ,NoonSea,0.0,0.0,328.0,Sailing,10000.0,4.0,North,106.0,East,0.0,0.0,0.0,47.0,0.0,47.0,0.0,4.4,185.7473,24.0,225.8325,160.0596,4.4811,0.514,vessel_2
2235,2021-01-29,12:00,2021-01-29,20:00,8.0,15,CNNGB,BRSSZ,BeginFuelChangeOver,0.0,0.0,95.0,Sailing,7800.0,3.0,North,105.0,East,0.0,0.0,0.0,13.4,0.0,13.4,0.0,1.5,203.6836,8.0,222.3039,46.3986,1.299,0.149,vessel_2
2236,2021-01-29,19:00,2021-01-30,03:00,7.0,15,CNNGB,BRSSZ,EndFuelChangeOver,0.0,0.0,87.0,Sailing,7800.0,1.0,North,104.0,East,0.0,0.0,0.0,10.2,10.2,0.0,1.4,0.0,186.8169,7.0,250.005,37.1896,0.9506,0.0135,vessel_2
2237,2021-01-29,20:00,2021-01-30,04:00,1.0,15,CNNGB,BRSSZ,EndOfSeaPassage,0.0,0.0,9.0,Sailing,7800.0,1.0,North,104.0,East,0.0,0.0,0.0,1.0,1.0,0.0,0.2,0.0,128.2077,1.0,250.005,3.8472,0.0983,0.0014,vessel_2
2238,2021-01-30,04:00,2021-01-30,12:00,8.0,15,CNNGB,BRSSZ,NoonRiver,0.0,0.0,47.0,Maneuvering,3000.0,1.0,North,104.0,East,0.8,0.8,0.0,3.0,3.0,0.0,1.5,0.0,166.67,6.0,234.3797,16.9918,0.3688,0.0061,vessel_2
2239,2021-01-30,05:48,2021-01-30,13:48,1.8,15,CNNGB,BRSSZ,StoppageArrival,0.0,0.0,4.0,Maneuvering,2200.0,1.0,North,103.0,East,0.3,0.3,0.0,0.7,0.7,0.0,0.4,0.0,397.7352,0.8,277.7833,4.4884,0.0901,0.0016,vessel_2
2242,2021-02-01,02:12,2021-02-01,10:12,1.7,,CNNGB,BRSSZ,BeginOfSeaPassage,0.0,0.0,1.1,Maneuvering,2000.0,1.0,North,103.0,East,0.2,0.2,0.0,0.7,0.7,0.0,0.3,0.0,350.007,1.0,176.4741,3.8472,0.082,0.0014,vessel_2
2243,2021-02-01,04:00,2021-02-01,12:00,1.8,,CNNGB,BRSSZ,NoonSea,0.0,0.0,20.0,Sailing,5500.0,1.0,North,103.0,East,0.0,0.0,0.0,1.9,1.9,0.0,0.3,0.0,191.923,1.8,219.3026,7.0532,0.1803,0.0026,vessel_2
